loss,batch_in_data,epoc,batch_in_test
0.118839219,57344,31,28
0.1180216,59392,31,29
0.202272564,61440,31,30
0.089141719,63488,31,31
0.160016805,65536,31,32
0.198257297,67584,31,33
0.318834454,69632,31,34
0.170283765,71680,31,35
0.090775095,73728,31,36
0.07994248,75776,31,37
0.101996727,77824,31,38
0.05690046,79872,31,39
0.141462803,81920,31,40
0.701233327,83968,31,41
0.533396065,86016,31,42
0.33817628,88064,31,43
0.228512093,90112,31,44
1.302440763,92160,31,45
0.872260571,94208,31,46
2.256799698,96256,31,47
1.379930258,98304,31,48
0.456317753,100352,31,49
0.337264985,102400,31,50
0.079240955,104448,31,51
0.131999493,106496,31,52
0.114270531,108544,31,53
0.131945133,110592,31,54
0.206242323,112640,31,55
0.328443795,114688,31,56
0.450048774,116736,31,57
0.265410662,118784,31,58
0.308832556,120832,31,59
1.10567522,122880,31,60
0.805118561,124928,31,61
2.396708012,126976,31,62
2.03760457,129024,31,63
1.001907825,131072,31,64
1.69142437,133120,31,65
2.318285942,135168,31,66
0.874824345,137216,31,67
0.028484039,0,32,0
0.085647553,2048,32,1
0.119201541,4096,32,2
6.595322132,6144,32,3
1.564254642,8192,32,4
0.139337048,10240,32,5
0.013017324,12288,32,6
0.071267441,14336,32,7
0.11440029,16384,32,8
0.050403722,18432,32,9
0.075508371,20480,32,10
0.142528713,22528,32,11
0.143548146,24576,32,12
0.143951803,26624,32,13
0.158027202,28672,32,14
0.404695183,30720,32,15
0.32842195,32768,32,16
0.524560153,34816,32,17
0.626039445,36864,32,18
0.28796488,38912,32,19
0.411011398,40960,32,20
0.90584147,43008,32,21
1.502165556,45056,32,22
0.81650424,47104,32,23
0.761572361,49152,32,24
1.190762639,51200,32,25
0.433062494,53248,32,26
0.095657423,55296,32,27
0.114956662,57344,32,28
0.133406162,59392,32,29
0.258040726,61440,32,30
0.551016748,63488,32,31
1.898517013,65536,32,32
1.604237914,67584,32,33
0.679257631,69632,32,34
0.898956835,71680,32,35
0.364495516,73728,32,36
0.270495564,75776,32,37
0.266215473,77824,32,38
0.24792923,79872,32,39
0.397960961,81920,32,40
1.33795464,83968,32,41
1.563757539,86016,32,42
0.894424021,88064,32,43
0.585536838,90112,32,44
1.846482396,92160,32,45
0.972444654,94208,32,46
2.201701403,96256,32,47
1.475549102,98304,32,48
0.479720354,100352,32,49
0.360041261,102400,32,50
0.131518841,104448,32,51
0.19034332,106496,32,52
0.138579831,108544,32,53
0.26323998,110592,32,54
0.292628467,112640,32,55
0.489470035,114688,32,56
0.511668622,116736,32,57
0.435890973,118784,32,58
0.389005005,120832,32,59
1.123429298,122880,32,60
0.856440425,124928,32,61
3.138665915,126976,32,62
2.638478279,129024,32,63
1.181295753,131072,32,64
1.667575121,133120,32,65
2.154511213,135168,32,66
0.830983639,137216,32,67
0.032493971,0,33,0
0.249399394,2048,33,1
0.240506157,4096,33,2
0.112423591,6144,33,3
0.129889324,8192,33,4
0.06904643,10240,33,5
0.05076712,12288,33,6
0.069814079,14336,33,7
0.089023545,16384,33,8
0.039452992,18432,33,9
0.093621641,20480,33,10
0.161880583,22528,33,11
0.08784996,24576,33,12
0.07922525,26624,33,13
0.095034696,28672,33,14
0.296992749,30720,33,15
0.316047817,32768,33,16
0.05792933,34816,33,17
0.108082443,36864,33,18
0.059016921,38912,33,19
0.097397342,40960,33,20
0.106302671,43008,33,21
0.235622227,45056,33,22
0.178165376,47104,33,23
0.165981799,49152,33,24
0.201478153,51200,33,25
0.096332833,53248,33,26
0.091656975,55296,33,27
0.102423228,57344,33,28
0.150280878,59392,33,29
0.164640665,61440,33,30
0.093699932,63488,33,31
0.194602802,65536,33,32
0.222134903,67584,33,33
0.177489311,69632,33,34
0.345892012,71680,33,35
0.120029628,73728,33,36
0.106192291,75776,33,37
0.126371086,77824,33,38
0.106791899,79872,33,39
0.214398563,81920,33,40
0.920803845,83968,33,41
1.128072739,86016,33,42
0.538469017,88064,33,43
0.363786966,90112,33,44
1.625117779,92160,33,45
1.030179262,94208,33,46
2.945685625,96256,33,47
1.916792393,98304,33,48
0.566367149,100352,33,49
0.412493706,102400,33,50
0.190623507,104448,33,51
0.341527849,106496,33,52
0.227460116,108544,33,53
0.180071414,110592,33,54
0.305494696,112640,33,55
0.423371732,114688,33,56
0.911049128,116736,33,57
0.743573964,118784,33,58
0.492902428,120832,33,59
1.427937269,122880,33,60
1.24192977,124928,33,61
3.743518353,126976,33,62
2.865659475,129024,33,63
1.236515641,131072,33,64
1.721915603,133120,33,65
2.39307785,135168,33,66
0.936720133,137216,33,67
0.154369757,0,34,0
1.540505767,2048,34,1
0.392518938,4096,34,2
0.295865804,6144,34,3
0.233449161,8192,34,4
0.114162236,10240,34,5
0.189227268,12288,34,6
0.177545696,14336,34,7
0.13914369,16384,34,8
0.042983327,18432,34,9
0.068247028,20480,34,10
0.13071689,22528,34,11
0.084203079,24576,34,12
0.083052352,26624,34,13
0.100278072,28672,34,14
0.280819774,30720,34,15
0.29865402,32768,34,16
0.634141684,34816,34,17
0.736552358,36864,34,18
0.287237287,38912,34,19
0.18632786,40960,34,20
0.052544776,43008,34,21
0.103324011,45056,34,22
0.101333059,47104,34,23
0.112256423,49152,34,24
0.217712224,51200,34,25
0.214632094,53248,34,26
0.330350876,55296,34,27
0.327421784,57344,34,28
0.107912391,59392,34,29
0.216609955,61440,34,30
0.36259979,63488,34,31
1.681119084,65536,34,32
1.556514382,67584,34,33
0.758127451,69632,34,34
1.105484724,71680,34,35
0.461075783,73728,34,36
0.510712624,75776,34,37
0.328974396,77824,34,38
0.545384467,79872,34,39
0.728891611,81920,34,40
1.337154269,83968,34,41
2.743980885,86016,34,42
1.201687336,88064,34,43
0.628050625,90112,34,44
1.777455807,92160,34,45
1.063029766,94208,34,46
2.998532534,96256,34,47
1.958671093,98304,34,48
0.591064155,100352,34,49
0.546741545,102400,34,50
0.381505907,104448,34,51
0.467227846,106496,34,52
0.281714112,108544,34,53
0.347539335,110592,34,54
0.377526343,112640,34,55
0.71041429,114688,34,56
1.521296978,116736,34,57
0.920243561,118784,34,58
0.613104761,120832,34,59
1.486319661,122880,34,60
1.129912734,124928,34,61
3.951512337,126976,34,62
3.050118446,129024,34,63
1.298915386,131072,34,64
1.722462296,133120,34,65
2.39307785,135168,34,66
0.936720133,137216,34,67
0.075758129,0,35,0
0.651744604,2048,35,1
0.489731669,4096,35,2
0.201999888,6144,35,3
0.160318971,8192,35,4
0.061719313,10240,35,5
0.075086921,12288,35,6
0.075044796,14336,35,7
0.084086619,16384,35,8
0.033185229,18432,35,9
0.085837908,20480,35,10
0.138741091,22528,35,11
0.11652568,24576,35,12
0.160715818,26624,35,13
0.140599191,28672,35,14
0.139587045,30720,35,15
0.145314693,32768,35,16
0.070787869,34816,35,17
0.114394881,36864,35,18
0.084114797,38912,35,19
0.307587892,40960,35,20
0.052319393,43008,35,21
0.12243972,45056,35,22
0.113820471,47104,35,23
0.135169759,49152,35,24
0.330451429,51200,35,25
0.199583083,53248,35,26
0.082372166,55296,35,27
0.103036419,57344,35,28
0.068874121,59392,35,29
0.163631886,61440,35,30
0.313456357,63488,35,31
1.086868048,65536,35,32
1.072297335,67584,35,33
0.56048131,69632,35,34
1.075447202,71680,35,35
0.52286607,73728,35,36
0.421734303,75776,35,37
0.270894319,77824,35,38
0.353444636,79872,35,39
0.622319281,81920,35,40
1.336557269,83968,35,41
2.372650385,86016,35,42
1.288018703,88064,35,43
0.621775389,90112,35,44
1.589145541,92160,35,45
0.911896288,94208,35,46
2.0991714,96256,35,47
1.345299602,98304,35,48
0.53701508,100352,35,49
0.669530809,102400,35,50
0.378149629,104448,35,51
0.519761562,106496,35,52
0.346750647,108544,35,53
0.394922823,110592,35,54
0.432191432,112640,35,55
0.410061181,114688,35,56
0.791004419,116736,35,57
0.652317941,118784,35,58
0.435362399,120832,35,59
1.324850798,122880,35,60
1.15483284,124928,35,61
2.712569714,126976,35,62
2.280048847,129024,35,63
1.045006752,131072,35,64
1.713157177,133120,35,65
2.367103577,135168,35,66
0.920048177,137216,35,67
0.096851431,0,36,0
0.136550337,2048,36,1
0.112832151,4096,36,2
0.08530587,6144,36,3
0.170545638,8192,36,4
0.125872582,10240,36,5
0.053962853,12288,36,6
0.126507044,14336,36,7
0.12806873,16384,36,8
0.042091563,18432,36,9
0.053162813,20480,36,10
0.096498162,22528,36,11
0.139560744,24576,36,12
0.25118196,26624,36,13
0.288031071,28672,36,14
0.230883226,30720,36,15
0.17633228,32768,36,16
0.154503763,34816,36,17
0.163250342,36864,36,18
0.093288317,38912,36,19
0.165222332,40960,36,20
0.046685461,43008,36,21
0.100427046,45056,36,22
0.096559167,47104,36,23
0.091982104,49152,36,24
0.133499682,51200,36,25
0.078725792,53248,36,26
0.07366465,55296,36,27
0.088505313,57344,36,28
0.067875572,59392,36,29
0.190402657,61440,36,30
0.126390249,63488,36,31
0.404646993,65536,36,32
0.490394145,67584,36,33
0.141618088,69632,36,34
0.15275842,71680,36,35
0.137313947,73728,36,36
0.090100087,75776,36,37
0.119016066,77824,36,38
0.129487664,79872,36,39
0.420057893,81920,36,40
1.427445173,83968,36,41
2.68905592,86016,36,42
1.682810307,88064,36,43
0.83953619,90112,36,44
1.82405138,92160,36,45
0.862055957,94208,36,46
1.631615281,96256,36,47
1.093365431,98304,36,48
0.433070123,100352,36,49
0.468434334,102400,36,50
0.280761778,104448,36,51
0.517837107,106496,36,52
0.335120261,108544,36,53
0.436085343,110592,36,54
0.56267345,112640,36,55
0.656302631,114688,36,56
1.927236795,116736,36,57
1.535512805,118784,36,58
0.638245821,120832,36,59
1.477338672,122880,36,60
1.183324099,124928,36,61
2.155845881,126976,36,62
1.982654214,129024,36,63
0.926068306,131072,36,64
1.377690554,133120,36,65
1.388186216,135168,36,66
0.552264571,137216,36,67
0.041396987,0,37,0
0.170872599,2048,37,1
0.131224513,4096,37,2
0.085799113,6144,37,3
0.138382643,8192,37,4
0.052443966,10240,37,5
0.014158911,12288,37,6
0.070297994,14336,37,7
0.107980102,16384,37,8
0.036699239,18432,37,9
0.06285169,20480,37,10
0.110067494,22528,37,11
0.084674962,24576,37,12
0.11250145,26624,37,13
0.130421668,28672,37,14
0.128439859,30720,37,15
0.141855091,32768,37,16
0.055643011,34816,37,17
0.109199479,36864,37,18
0.067084536,38912,37,19
0.118296787,40960,37,20
0.061961938,43008,37,21
0.148234457,45056,37,22
0.127662316,47104,37,23
0.088406086,49152,37,24
0.127115339,51200,37,25
0.09725523,53248,37,26
0.106946841,55296,37,27
0.100921497,57344,37,28
0.292964846,59392,37,29
0.155337393,61440,37,30
0.145881981,63488,37,31
0.44446975,65536,37,32
0.569361687,67584,37,33
0.244592085,69632,37,34
0.557235479,71680,37,35
0.194824785,73728,37,36
0.187285379,75776,37,37
0.206104219,77824,37,38
0.394290447,79872,37,39
0.593859196,81920,37,40
1.67056179,83968,37,41
3.4037714,86016,37,42
2.050732851,88064,37,43
0.84868598,90112,37,44
1.527868748,92160,37,45
0.774579823,94208,37,46
1.91483593,96256,37,47
1.485509396,98304,37,48
0.507467091,100352,37,49
0.477156341,102400,37,50
0.210807681,104448,37,51
0.381962597,106496,37,52
0.254010707,108544,37,53
0.425612956,110592,37,54
0.552205622,112640,37,55
0.771159291,114688,37,56
1.992929816,116736,37,57
1.595318556,118784,37,58
0.672433674,120832,37,59
1.422248721,122880,37,60
1.075880885,124928,37,61
1.60389483,126976,37,62
1.468244076,129024,37,63
0.728069484,131072,37,64
1.469200253,133120,37,65
1.74677372,135168,37,66
0.690322816,137216,37,67
0.07622806,0,38,0
0.541354537,2048,38,1
0.160129532,4096,38,2
0.161957771,6144,38,3
0.461794704,8192,38,4
0.213646024,10240,38,5
0.343460709,12288,38,6
0.268422812,14336,38,7
0.21498841,16384,38,8
0.114318535,18432,38,9
0.184539244,20480,38,10
0.210347921,22528,38,11
0.261530817,24576,38,12
0.796560764,26624,38,13
0.578972816,28672,38,14
0.209884226,30720,38,15
0.189261153,32768,38,16
0.071125895,34816,38,17
0.146691293,36864,38,18
0.127449155,38912,38,19
0.598996878,40960,38,20
0.141962931,43008,38,21
0.211577564,45056,38,22
0.173605144,47104,38,23
0.248270035,49152,38,24
0.230995864,51200,38,25
0.567741275,53248,38,26
1.99384737,55296,38,27
1.419086933,57344,38,28
1.235984802,59392,38,29
2.202077627,61440,38,30
1.161010742,63488,38,31
3.374693871,65536,38,32
2.279521227,67584,38,33
0.982560694,69632,38,34
1.4129951,71680,38,35
0.838101566,73728,38,36
0.789774656,75776,38,37
0.509578943,77824,38,38
0.595594764,79872,38,39
1.274104595,81920,38,40
1.951049805,83968,38,41
4.153483868,86016,38,42
2.359404087,88064,38,43
0.905937374,90112,38,44
1.537860155,92160,38,45
0.760100782,94208,38,46
1.947161198,96256,38,47
1.510378838,98304,38,48
0.689959466,100352,38,49
1.067545891,102400,38,50
0.693495691,104448,38,51
0.80279243,106496,38,52
0.499150157,108544,38,53
1.139318705,110592,38,54
1.126712799,112640,38,55
1.40851903,114688,38,56
3.033685684,116736,38,57
2.074540854,118784,38,58
0.820184708,120832,38,59
1.38740921,122880,38,60
1.048373461,124928,38,61
1.706175566,126976,38,62
1.467947483,129024,38,63
0.725240707,131072,38,64
1.537624121,133120,38,65
1.927856922,135168,38,66
0.748153746,137216,38,67
0.093433358,0,39,0
1.480423689,2048,39,1
1.806968331,4096,39,2
0.358294606,6144,39,3
0.29864198,8192,39,4
0.129565284,10240,39,5
0.052400514,12288,39,6
0.08711718,14336,39,7
0.09446431,16384,39,8
0.043506712,18432,39,9
0.059529312,20480,39,10
0.094474919,22528,39,11
0.082229465,24576,39,12
0.098053753,26624,39,13
0.112895966,28672,39,14
0.170126483,30720,39,15
0.18341209,32768,39,16
0.073348179,34816,39,17
0.103667535,36864,39,18
0.103683293,38912,39,19
0.217739046,40960,39,20
0.08256758,43008,39,21
0.111324996,45056,39,22
0.083780602,47104,39,23
0.197381616,49152,39,24
0.178573132,51200,39,25
0.130359903,53248,39,26
0.171563089,55296,39,27
0.150073096,57344,39,28
0.105919391,59392,39,29
0.236546978,61440,39,30
0.280596554,63488,39,31
1.090924382,65536,39,32
0.888594925,67584,39,33
0.240759775,69632,39,34
0.367174923,71680,39,35
0.133314654,73728,39,36
0.157114565,75776,39,37
0.161377102,77824,39,38
0.073296383,79872,39,39
0.217138067,81920,39,40
1.0616436,83968,39,41
1.443124413,86016,39,42
0.716127217,88064,39,43
0.197515056,90112,39,44
0.429011196,92160,39,45
0.390768111,94208,39,46
0.939619482,96256,39,47
0.630464792,98304,39,48
5.019927979,100352,39,49
0.42349416,102400,39,50
0.426130652,104448,39,51
0.220838219,106496,39,52
0.18036297,108544,39,53
0.381802648,110592,39,54
0.40741837,112640,39,55
0.224776477,114688,39,56
0.156224549,116736,39,57
0.152589828,118784,39,58
0.338643879,120832,39,59
1.221415401,122880,39,60
0.819747806,124928,39,61
1.006903887,126976,39,62
1.369626164,129024,39,63
0.713768721,131072,39,64
1.125118613,133120,39,65
1.235659838,135168,39,66
0.513424516,137216,39,67
0.031402688,0,40,0
0.735853851,2048,40,1
0.223558083,4096,40,2
0.076616384,6144,40,3
0.110040925,8192,40,4
0.106579527,10240,40,5
0.02926323,12288,40,6
0.085951522,14336,40,7
0.118873239,16384,40,8
0.077485517,18432,40,9
0.100563943,20480,40,10
0.12871471,22528,40,11
0.135756195,24576,40,12
0.182655945,26624,40,13
0.202697873,28672,40,14
0.115716264,30720,40,15
0.108606048,32768,40,16
0.156551361,34816,40,17
0.256725281,36864,40,18
0.129798383,38912,40,19
0.167889103,40960,40,20
0.248973444,43008,40,21
0.522311866,45056,40,22
0.360343516,47104,40,23
0.103695348,49152,40,24
0.172664806,51200,40,25
0.103834689,53248,40,26
0.077925771,55296,40,27
0.089335233,57344,40,28
0.368168235,59392,40,29
0.153481409,61440,40,30
0.10455998,63488,40,31
0.507536292,65536,40,32
0.700674236,67584,40,33
0.233693719,69632,40,34
0.271952897,71680,40,35
0.131015643,73728,40,36
0.181980148,75776,40,37
0.186612546,77824,40,38
0.093370624,79872,40,39
0.339390874,81920,40,40
0.896194518,83968,40,41
1.198433399,86016,40,42
1.069587708,88064,40,43
0.473457515,90112,40,44
1.065827608,92160,40,45
0.56306684,94208,40,46
0.757588625,96256,40,47
0.675493598,98304,40,48
0.533086777,100352,40,49
0.773674965,102400,40,50
0.257573694,104448,40,51
0.378923863,106496,40,52
0.265558481,108544,40,53
0.408514708,110592,40,54
0.386418253,112640,40,55
0.543352664,114688,40,56
0.852277398,116736,40,57
0.690891683,118784,40,58
0.33827582,120832,40,59
0.745418072,122880,40,60
0.519208789,124928,40,61
0.678870916,126976,40,62
0.836423159,129024,40,63
0.447548032,131072,40,64
0.523693681,133120,40,65
0.376463503,135168,40,66
0.159470409,137216,40,67
0.082610235,0,41,0
0.450307071,2048,41,1
0.437557608,4096,41,2
0.106398553,6144,41,3
0.138241664,8192,41,4
0.138875067,10240,41,5
0.033098906,12288,41,6
0.096042477,14336,41,7
0.104041398,16384,41,8
0.046212837,18432,41,9
0.054877214,20480,41,10
0.09160693,22528,41,11
0.108054221,24576,41,12
0.145393401,26624,41,13
0.134438738,28672,41,14
0.247355402,30720,41,15
0.204093307,32768,41,16
0.047858097,34816,41,17
0.082561575,36864,41,18
0.069564052,38912,41,19
0.176765665,40960,41,20
0.042783894,43008,41,21
0.09355735,45056,41,22
0.082795888,47104,41,23
0.103393197,49152,41,24
0.117856845,51200,41,25
0.093783036,53248,41,26
0.144404516,55296,41,27
0.134978503,57344,41,28
0.072893217,59392,41,29
0.168330967,61440,41,30
0.081210606,63488,41,31
0.077721901,65536,41,32
0.130261078,67584,41,33
0.091260388,69632,41,34
0.149092317,71680,41,35
0.088551812,73728,41,36
0.12634708,75776,41,37
0.142393187,77824,41,38
0.070249937,79872,41,39
0.213857323,81920,41,40
0.225335479,83968,41,41
0.392656267,86016,41,42
0.329338223,88064,41,43
0.117510185,90112,41,44
0.411118478,92160,41,45
0.268272996,94208,41,46
0.233058661,96256,41,47
0.217144504,98304,41,48
0.136109009,100352,41,49
0.16902779,102400,41,50
0.118919879,104448,41,51
0.123277463,106496,41,52
0.116201758,108544,41,53
0.386889219,110592,41,54
0.441467047,112640,41,55
0.263457835,114688,41,56
0.213927239,116736,41,57
0.141593844,118784,41,58
0.247716129,120832,41,59
0.346601546,122880,41,60
0.171026617,124928,41,61
0.769296288,126976,41,62
1.558471203,129024,41,63
0.85921073,131072,41,64
0.587062597,133120,41,65
1.080367327,135168,41,66
0.55461067,137216,41,67
0.115309887,0,42,0
4.165280342,2048,42,1
1.076518059,4096,42,2
0.160385489,6144,42,3
0.297040403,8192,42,4
0.173244715,10240,42,5
0.031163996,12288,42,6
0.077118762,14336,42,7
0.109930038,16384,42,8
0.033671163,18432,42,9
0.05498312,20480,42,10
0.09525355,22528,42,11
0.175597817,24576,42,12
0.310323626,26624,42,13
0.365070403,28672,42,14
1.611999631,30720,42,15
1.000027418,32768,42,16
0.075760387,34816,42,17
0.107619837,36864,42,18
0.06525854,38912,42,19
0.115393586,40960,42,20
0.049387343,43008,42,21
0.170843914,45056,42,22
0.170560807,47104,42,23
0.075855903,49152,42,24
0.190668806,51200,42,25
0.126764745,53248,42,26
0.095589936,55296,42,27
0.124125488,57344,42,28
0.975714445,59392,42,29
2.447117329,61440,42,30
0.312297851,63488,42,31
0.11547827,65536,42,32
0.183821321,67584,42,33
0.127901465,69632,42,34
0.477655053,71680,42,35
0.41076526,73728,42,36
0.552963257,75776,42,37
0.468652755,77824,42,38
0.301134884,79872,42,39
0.756618023,81920,42,40
1.140396118,83968,42,41
1.391914725,86016,42,42
1.125984192,88064,42,43
0.621553659,90112,42,44
0.868513227,92160,42,45
0.599185944,94208,42,46
1.149482727,96256,42,47
0.794966757,98304,42,48
0.535499156,100352,42,49
1.334639311,102400,42,50
1.753685951,104448,42,51
1.960164428,106496,42,52
1.013821244,108544,42,53
0.898091197,110592,42,54
1.098815203,112640,42,55
1.157841563,114688,42,56
2.22194767,116736,42,57
1.737600684,118784,42,58
0.854791343,120832,42,59
1.622031093,122880,42,60
1.296170115,124928,42,61
3.213027954,126976,42,62
2.761632204,129024,42,63
1.229393959,131072,42,64
1.301109195,133120,42,65
1.716116786,135168,42,66
0.725300372,137216,42,67
0.101581402,0,43,0
1.089644194,2048,43,1
1.279084921,4096,43,2
0.596748412,6144,43,3
1.475161672,8192,43,4
0.412550807,10240,43,5
0.068240859,12288,43,6
0.085257962,14336,43,7
0.095209152,16384,43,8
0.032802679,18432,43,9
0.104849391,20480,43,10
0.199601054,22528,43,11
0.250110149,24576,43,12
0.525826812,26624,43,13
0.488325357,28672,43,14
0.328213215,30720,43,15
0.308504879,32768,43,16
0.322702199,34816,43,17
0.329036653,36864,43,18
0.218580842,38912,43,19
0.666028857,40960,43,20
0.351222336,43008,43,21
0.607935607,45056,43,22
0.380435526,47104,43,23
0.327084363,49152,43,24
0.634727418,51200,43,25
0.272411227,53248,43,26
0.148182318,55296,43,27
0.157776356,57344,43,28
0.073788293,59392,43,29
0.12851201,61440,43,30
0.162424386,63488,43,31
0.324416757,65536,43,32
0.347567976,67584,43,33
0.149854362,69632,43,34
0.431611031,71680,43,35
0.304589808,73728,43,36
0.410321623,75776,43,37
0.371606767,77824,43,38
0.146237507,79872,43,39
0.278359711,81920,43,40
0.728635848,83968,43,41
0.904782772,86016,43,42
0.898270965,88064,43,43
0.443911463,90112,43,44
0.365060061,92160,43,45
0.321909964,94208,43,46
0.713593543,96256,43,47
0.477713317,98304,43,48
0.285658866,100352,43,49
0.761396408,102400,43,50
1.192593694,104448,43,51
1.634622097,106496,43,52
0.881322086,108544,43,53
0.240268871,110592,43,54
0.366876692,112640,43,55
0.622910976,114688,43,56
1.223770857,116736,43,57
1.158144236,118784,43,58
0.475606561,120832,43,59
0.672251701,122880,43,60
0.786547422,124928,43,61
2.085029602,126976,43,62
2.163631201,129024,43,63
1.032598734,131072,43,64
0.865970731,133120,43,65
1.251276612,135168,43,66
0.54223758,137216,43,67
0.05150931,0,44,0
0.15234378,2048,44,1
0.124456428,4096,44,2
0.087063432,6144,44,3
0.156850696,8192,44,4
0.270813018,10240,44,5
0.079360671,12288,44,6
0.162313327,14336,44,7
0.151004702,16384,44,8
0.060344517,18432,44,9
0.064606935,20480,44,10
0.100785524,22528,44,11
0.113161035,24576,44,12
0.194954887,26624,44,13
0.234392419,28672,44,14
0.250760823,30720,44,15
0.22557348,32768,44,16
0.174873531,34816,44,17
0.19115378,36864,44,18
0.164617792,38912,44,19
0.446388364,40960,44,20
0.068693928,43008,44,21
0.104110859,45056,44,22
0.0848336,47104,44,23
0.108619824,49152,44,24
0.13447392,51200,44,25
0.094282001,53248,44,26
0.102891617,55296,44,27
0.117320091,57344,44,28
0.113536105,59392,44,29
0.190090939,61440,44,30
0.096645102,63488,44,31
0.157011732,65536,44,32
0.194415301,67584,44,33
0.094062597,69632,44,34
0.255634755,71680,44,35
0.092446074,73728,44,36
0.081357159,75776,44,37
0.103826545,77824,44,38
0.080070324,79872,44,39
0.185285032,81920,44,40
0.23648411,83968,44,41
0.322635174,86016,44,42
0.334651381,88064,44,43
0.190268382,90112,44,44
0.308167219,92160,44,45
0.243123442,94208,44,46
0.385215849,96256,44,47
0.278660864,98304,44,48
0.196430743,100352,44,49
0.537893593,102400,44,50
0.712727904,104448,44,51
1.080033779,106496,44,52
0.652778566,108544,44,53
0.335372508,110592,44,54
0.455163509,112640,44,55
0.510703444,114688,44,56
0.993801594,116736,44,57
0.940787435,118784,44,58
0.351703525,120832,44,59
0.330980182,122880,44,60
0.39590621,124928,44,61
0.972553253,126976,44,62
1.373722315,129024,44,63
0.703589261,131072,44,64
0.663037777,133120,44,65
0.687509,135168,44,66
0.287593812,137216,44,67
0.076000631,0,45,0
0.247056156,2048,45,1
0.147210121,4096,45,2
0.178645089,6144,45,3
0.387209535,8192,45,4
0.163651735,10240,45,5
0.043080296,12288,45,6
0.097795546,14336,45,7
0.112282902,16384,45,8
0.060988754,18432,45,9
0.074602544,20480,45,10
0.104849823,22528,45,11
0.132903323,24576,45,12
0.19334057,26624,45,13
0.152868122,28672,45,14
0.164932698,30720,45,15
0.196242675,32768,45,16
0.114991575,34816,45,17
0.154915407,36864,45,18
0.127515614,38912,45,19
0.294668794,40960,45,20
0.051678952,43008,45,21
0.121381044,45056,45,22
0.127230048,47104,45,23
0.063542828,49152,45,24
0.136135995,51200,45,25
0.104769267,53248,45,26
0.102633685,55296,45,27
0.134697422,57344,45,28
0.779750943,59392,45,29
0.567900419,61440,45,30
0.091106251,63488,45,31
0.106825761,65536,45,32
0.245665371,67584,45,33
0.14621067,69632,45,34
0.413518012,71680,45,35
0.2274068,73728,45,36
0.37371403,75776,45,37
0.321023047,77824,45,38
0.124701083,79872,45,39
0.378669024,81920,45,40
0.543702602,83968,45,41
0.995999813,86016,45,42
0.528051138,88064,45,43
0.231403679,90112,45,44
0.911740959,92160,45,45
0.503336012,94208,45,46
0.643589497,96256,45,47
0.410920918,98304,45,48
0.455880851,100352,45,49
0.9485116,102400,45,50
0.721466601,104448,45,51
0.811347187,106496,45,52
0.456845492,108544,45,53
0.21153082,110592,45,54
0.307635695,112640,45,55
0.296796888,114688,45,56
0.430119365,116736,45,57
0.288383216,118784,45,58
0.243792936,120832,45,59
0.910575986,122880,45,60
0.642737269,124928,45,61
1.548022747,126976,45,62
1.737929225,129024,45,63
0.856738389,131072,45,64
0.471964419,133120,45,65
0.569439292,135168,45,66
0.258947194,137216,45,67
0.063378371,0,46,0
0.505165577,2048,46,1
0.490651697,4096,46,2
0.193808332,6144,46,3
0.280917615,8192,46,4
0.175723732,10240,46,5
0.419769615,12288,46,6
0.161031097,14336,46,7
0.099510916,16384,46,8
0.038967319,18432,46,9
0.06816189,20480,46,10
0.137461349,22528,46,11
0.089497045,24576,46,12
0.083902434,26624,46,13
0.094524682,28672,46,14
0.198205858,30720,46,15
0.185551733,32768,46,16
0.250575095,34816,46,17
0.322471231,36864,46,18
0.15494965,38912,46,19
0.351881981,40960,46,20
0.055261001,43008,46,21
0.095475107,45056,46,22
0.086811438,47104,46,23
0.097777903,49152,46,24
0.117065862,51200,46,25
0.103278883,53248,46,26
0.114260733,55296,46,27
0.162959859,57344,46,28
0.472376436,59392,46,29
0.215260893,61440,46,30
0.091936387,63488,46,31
0.287799358,65536,46,32
0.475270987,67584,46,33
0.203975558,69632,46,34
0.215992719,71680,46,35
0.106865965,73728,46,36
0.117642343,75776,46,37
0.132358074,77824,46,38
0.095338061,79872,46,39
0.235548347,81920,46,40
0.274044722,83968,46,41
0.29241538,86016,46,42
0.248691589,88064,46,43
0.174466997,90112,46,44
0.759401321,92160,46,45
0.413929075,94208,46,46
0.529546559,96256,46,47
0.343611985,98304,46,48
0.302057713,100352,46,49
0.475933641,102400,46,50
0.163548902,104448,46,51
0.239987001,106496,46,52
0.16367203,108544,46,53
0.185333356,110592,46,54
0.305603743,112640,46,55
0.234440386,114688,46,56
0.175072253,116736,46,57
0.249945834,118784,46,58
0.223307252,120832,46,59
0.784789205,122880,46,60
0.486469597,124928,46,61
1.104565859,126976,46,62
1.32110858,129024,46,63
0.691301465,131072,46,64
0.407637209,133120,46,65
0.279083997,135168,46,66
0.134979397,137216,46,67
0.024722988,0,47,0
0.381098926,2048,47,1
0.159909174,4096,47,2
0.125940964,6144,47,3
0.128810927,8192,47,4
0.100290798,10240,47,5
0.088741839,12288,47,6
0.111608863,14336,47,7
0.114404656,16384,47,8
0.065804429,18432,47,9
0.077416807,20480,47,10
0.101502307,22528,47,11
0.108596668,24576,47,12
0.12680611,26624,47,13
0.120092817,28672,47,14
0.15640223,30720,47,15
